Team 1,Team 2,Winner,Ground,Match Date,Margin Value,Margin Type
England,Sri Lanka,England,The Oval,2014-05-22,81,runs
England,Sri Lanka,Sri Lanka,Chester-le-Street,2014-05-25,157,runs
England,Sri Lanka,England,Manchester,2014-05-28,10,wickets
England,Sri Lanka,Sri Lanka,Lord's,2014-05-31,7,runs
England,Sri Lanka,Sri Lanka,Birmingham,2014-06-03,6,wickets
Bangladesh,India,India,Dhaka,2014-06-15,7,wickets
Bangladesh,India,India,Dhaka,2014-06-17,47,runs
Bangladesh,India,no result,Dhaka,2014-06-19,,
Sri Lanka,South Africa,South Africa,Colombo (RPS),2014-07-06,75,runs
Sri Lanka,South Africa,Sri Lanka,Pallekele,2014-07-09,87,runs
Sri Lanka,South Africa,South Africa,Hambantota,2014-07-12,82,runs
Zimbabwe,Afghanistan,Zimbabwe,Bulawayo,2014-07-18,6,wickets
Zimbabwe,Afghanistan,Zimbabwe,Bulawayo,2014-07-20,8,wickets
Zimbabwe,Afghanistan,Afghanistan,Bulawayo,2014-07-22,2,wickets
Zimbabwe,Afghanistan,Afghanistan,Bulawayo,2014-07-24,100,runs
Zimbabwe,South Africa,South Africa,Bulawayo,2014-08-17,93,runs
Zimbabwe,South Africa,South Africa,Bulawayo,2014-08-19,61,runs
West Indies,Bangladesh,West Indies,St George's,2014-08-20,3,wickets
Zimbabwe,South Africa,South Africa,Bulawayo,2014-08-21,7,wickets
West Indies,Bangladesh,West Indies,St George's,2014-08-22,177,runs
Sri Lanka,Pakistan,Pakistan,Hambantota,2014-08-23,4,wickets
Zimbabwe,Australia,Australia,Harare,2014-08-25,198,runs
West Indies,Bangladesh,West Indies,Basseterre,2014-08-25,91,runs
Sri Lanka,Pakistan,Sri Lanka,Hambantota,2014-08-26,77,runs
Australia,South Africa,South Africa,Harare,2014-08-27,7,wickets
England,India,India,Cardiff,2014-08-27,133,runs
Zimbabwe,South Africa,South Africa,Harare,2014-08-29,61,runs
Sri Lanka,Pakistan,Sri Lanka,Dambulla,2014-08-30,7,wickets
England,India,India,Nottingham,2014-08-30,6,wickets
Zimbabwe,Australia,Zimbabwe,Harare,2014-08-31,3,wickets
Australia,South Africa,Australia,Harare,2014-09-02,62,runs
England,India,India,Birmingham,2014-09-02,9,wickets
Zimbabwe,South Africa,South Africa,Harare,2014-09-04,63,runs
England,India,England,Leeds,2014-09-05,41,runs
Australia,South Africa,South Africa,Harare,2014-09-06,6,wickets
Ireland,Scotland,Ireland,Dublin (Malahide),2014-09-08,7,wickets
Ireland,Scotland,Ireland,Dublin (Malahide),2014-09-10,3,wickets
Ireland,Scotland,Scotland,Dublin (Malahide),2014-09-12,8,wickets
Australia,Pakistan,Australia,Sharjah,2014-10-07,93,runs
India,West Indies,West Indies,Kochi,2014-10-08,124,runs
Australia,Pakistan,Australia,Dubai (DSC),2014-10-10,5,wickets
India,West Indies,India,Delhi,2014-10-11,48,runs
Australia,Pakistan,Australia,Abu Dhabi,2014-10-12,1,run
India,West Indies,India,Dharamsala,2014-10-17,59,runs
New Zealand,South Africa,South Africa,Mount Maunganui,2014-10-21,6,wickets
New Zealand,South Africa,South Africa,Mount Maunganui,2014-10-24,72,runs
New Zealand,South Africa,no result,Hamilton,2014-10-27,,
India,Sri Lanka,India,Cuttack,2014-11-02,169,runs
India,Sri Lanka,India,Ahmedabad,2014-11-06,6,wickets
Hong Kong,P.N.G.,P.N.G.,Townsville,2014-11-08,4,wickets
Hong Kong,P.N.G.,P.N.G.,Townsville,2014-11-09,3,wickets
India,Sri Lanka,India,Hyderabad (Deccan),2014-11-09,6,wickets
India,Sri Lanka,India,Kolkata,2014-11-13,153,runs
Australia,South Africa,Australia,Perth,2014-11-14,32,runs
Australia,South Africa,South Africa,Perth,2014-11-16,3,wickets
India,Sri Lanka,India,Ranchi,2014-11-16,3,wickets
Australia,South Africa,Australia,Canberra,2014-11-19,73,runs
Australia,South Africa,Australia,Melbourne,2014-11-21,3,wickets
Bangladesh,Zimbabwe,Bangladesh,Chittagong,2014-11-21,87,runs
Australia,South Africa,Australia,Sydney,2014-11-23,2,wickets
Bangladesh,Zimbabwe,Bangladesh,Chittagong,2014-11-23,68,runs
Bangladesh,Zimbabwe,Bangladesh,Dhaka,2014-11-26,124,runs
Sri Lanka,England,Sri Lanka,Colombo (RPS),2014-11-26,25,runs
Bangladesh,Zimbabwe,Bangladesh,Dhaka,2014-11-28,21,runs
U.A.E.,Afghanistan,U.A.E.,ICCA Dubai,2014-11-28,5,wickets
Sri Lanka,England,Sri Lanka,Colombo (RPS),2014-11-29,8,wickets
U.A.E.,Afghanistan,U.A.E.,ICCA Dubai,2014-11-30,6,wickets
Bangladesh,Zimbabwe,Bangladesh,Dhaka,2014-12-01,5,wickets
U.A.E.,Afghanistan,Afghanistan,ICCA Dubai,2014-12-02,2,wickets
Sri Lanka,England,England,Hambantota,2014-12-03,5,wickets
U.A.E.,Afghanistan,U.A.E.,ICCA Dubai,2014-12-04,30,runs
Sri Lanka,England,Sri Lanka,Colombo (RPS),2014-12-07,6,wickets
New Zealand,Pakistan,Pakistan,Dubai (DSC),2014-12-08,3,wickets
Sri Lanka,England,England,Pallekele,,5,wickets
New Zealand,Pakistan,New Zealand,Sharjah,2014-12-12,4,wickets
Sri Lanka,England,Sri Lanka,Pallekele,2014-12-13,90,runs
New Zealand,Pakistan,Pakistan,Sharjah,2014-12-14,147,runs
Sri Lanka,England,Sri Lanka,Colombo (RPS),2014-12-16,87,runs
New Zealand,Pakistan,New Zealand,Abu Dhabi,2014-12-17,7,runs
New Zealand,Pakistan,New Zealand,Abu Dhabi,2014-12-19,68,runs
Afghanistan,Scotland,Afghanistan,ICCA Dubai,2015-01-08,8,wickets
Afghanistan,Ireland,Ireland,Dubai (DSC),2015-01-10,3,wickets
New Zealand,Sri Lanka,New Zealand,Christchurch,2015-01-11,3,wickets
Ireland,Scotland,Ireland,Dubai (DSC),2015-01-12,3,wickets
Afghanistan,Scotland,Scotland,Abu Dhabi,2015-01-14,150,runs
New Zealand,Sri Lanka,Sri Lanka,Hamilton,2015-01-15,6,wickets
Australia,England,Australia,Sydney,2015-01-16,3,wickets
South Africa,West Indies,South Africa,Durban,2015-01-16,61,runs
New Zealand,Sri Lanka,no result,Auckland,2015-01-17,,
Afghanistan,Ireland,Afghanistan,Dubai (DSC),2015-01-17,71,runs
Australia,India,Australia,Melbourne,2015-01-18,4,wickets
South Africa,West Indies,South Africa,Johannesburg,2015-01-18,148,runs
Ireland,Scotland,no result,ICCA Dubai,2015-01-19,,
New Zealand,Sri Lanka,New Zealand,Nelson,2015-01-20,4,wickets
England,India,England,Brisbane,2015-01-20,9,wickets
South Africa,West Indies,South Africa,East London,2015-01-21,9,wickets
New Zealand,Sri Lanka,New Zealand,Dunedin,2015-01-23,108,runs
Australia,England,Australia,Hobart,2015-01-23,3,wickets
New Zealand,Sri Lanka,New Zealand,Dunedin,2015-01-25,120,runs
South Africa,West Indies,West Indies,Port Elizabeth,2015-01-25,1,wicket
Australia,India,no result,Sydney,2015-01-26,,
South Africa,West Indies,South Africa,Centurion,2015-01-28,131,runs
New Zealand,Sri Lanka,Sri Lanka,Wellington,2015-01-29,34,runs
England,India,England,Perth,2015-01-30,3,wickets
New Zealand,Pakistan,New Zealand,Wellington,2015-01-31,7,wickets
Australia,England,Australia,Perth,2015-02-01,112,runs
New Zealand,Pakistan,New Zealand,Napier,2015-02-03,119,runs
New Zealand,Sri Lanka,New Zealand,Christchurch,2015-02-14,98,runs
Australia,England,Australia,Melbourne,2015-02-14,111,runs
South Africa,Zimbabwe,South Africa,Hamilton,2015-02-15,62,runs
India,Pakistan,India,Adelaide,2015-02-15,76,runs
Ireland,West Indies,Ireland,Nelson,2015-02-16,4,wickets
New Zealand,Scotland,New Zealand,Dunedin,2015-02-17,3,wickets
Afghanistan,Bangladesh,Bangladesh,Canberra,2015-02-18,105,runs
U.A.E.,Zimbabwe,Zimbabwe,Nelson,2015-02-19,4,wickets
New Zealand,England,New Zealand,Wellington,2015-02-20,8,wickets
Pakistan,West Indies,West Indies,Christchurch,2015-02-21,150,runs
Afghanistan,Sri Lanka,Sri Lanka,Dunedin,2015-02-22,4,wickets
India,South Africa,India,Melbourne,2015-02-22,130,runs
England,Scotland,England,Christchurch,2015-02-23,119,runs
West Indies,Zimbabwe,West Indies,Canberra,2015-02-24,73,runs
Ireland,U.A.E.,Ireland,Brisbane,2015-02-25,2,wickets
Afghanistan,Scotland,Afghanistan,Dunedin,2015-02-26,1,wicket
Bangladesh,Sri Lanka,Sri Lanka,Melbourne,2015-02-26,92,runs
South Africa,West Indies,South Africa,Sydney,2015-02-27,257,runs
New Zealand,Australia,New Zealand,Auckland,2015-02-28,1,wicket
India,U.A.E.,India,Perth,2015-02-28,9,wickets
England,Sri Lanka,Sri Lanka,Wellington,2015-03-01,9,wickets
Pakistan,Zimbabwe,Pakistan,Brisbane,2015-03-01,20,runs
Ireland,South Africa,South Africa,Canberra,2015-03-03,201,runs
Pakistan,U.A.E.,Pakistan,Napier,2015-03-04,129,runs
Australia,Afghanistan,Australia,Perth,2015-03-04,275,runs
Bangladesh,Scotland,Bangladesh,Nelson,2015-03-05,6,wickets
India,West Indies,India,Perth,2015-03-06,4,wickets
Pakistan,South Africa,Pakistan,Auckland,2015-03-07,29,runs
Ireland,Zimbabwe,Ireland,Hobart,2015-03-07,5,runs
New Zealand,Afghanistan,New Zealand,Napier,2015-03-08,6,wickets
Australia,Sri Lanka,Australia,Sydney,2015-03-08,64,runs
Bangladesh,England,Bangladesh,Adelaide,2015-03-09,15,runs
India,Ireland,India,Hamilton,2015-03-10,8,wickets
Scotland,Sri Lanka,Sri Lanka,Hobart,2015-03-11,148,runs
South Africa,U.A.E.,South Africa,Wellington,2015-03-12,146,runs
New Zealand,Bangladesh,New Zealand,Hamilton,2015-03-13,3,wickets
Afghanistan,England,England,Sydney,2015-03-13,9,wickets
India,Zimbabwe,India,Auckland,2015-03-14,6,wickets
Australia,Scotland,Australia,Hobart,2015-03-14,7,wickets
U.A.E.,West Indies,West Indies,Napier,2015-03-15,6,wickets
Ireland,Pakistan,Pakistan,Adelaide,2015-03-15,7,wickets
South Africa,Sri Lanka,South Africa,Sydney,2015-03-18,9,wickets
Bangladesh,India,India,Melbourne,2015-03-19,109,runs
Australia,Pakistan,Australia,Adelaide,2015-03-20,6,wickets
New Zealand,West Indies,New Zealand,Wellington,2015-03-21,143,runs
New Zealand,South Africa,New Zealand,Auckland,2015-03-24,4,wickets
Australia,India,Australia,Sydney,2015-03-26,95,runs
Australia,New Zealand,Australia,Melbourne,2015-03-29,7,wickets
Bangladesh,Pakistan,Bangladesh,Dhaka,2015-04-17,79,runs
Bangladesh,Pakistan,Bangladesh,Dhaka,2015-04-19,7,wickets
Bangladesh,Pakistan,Bangladesh,Dhaka,2015-04-22,8,wickets
Ireland,England,no result,Dublin (Malahide),2015-05-08,,
Pakistan,Zimbabwe,Pakistan,Lahore,2015-05-26,41,runs
Pakistan,Zimbabwe,Pakistan,Lahore,2015-05-29,6,wickets
Pakistan,Zimbabwe,no result,Lahore,2015-05-31,,
England,New Zealand,England,Birmingham,2015-06-09,210,runs
England,New Zealand,New Zealand,The Oval,2015-06-12,13,runs
England,New Zealand,New Zealand,Southampton,2015-06-14,3,wickets
England,New Zealand,England,Nottingham,2015-06-17,7,wickets
Bangladesh,India,Bangladesh,Dhaka,2015-06-18,79,runs
England,New Zealand,England,Chester-le-Street,2015-06-20,3,wickets
Bangladesh,India,Bangladesh,Dhaka,2015-06-21,6,wickets
Bangladesh,India,India,Dhaka,2015-06-24,77,runs
Zimbabwe,India,India,Harare,2015-07-10,4,runs
Bangladesh,South Africa,South Africa,Dhaka,2015-07-10,8,wickets
Sri Lanka,Pakistan,Pakistan,Dambulla,2015-07-11,6,wickets
Zimbabwe,India,India,Harare,2015-07-12,62,runs
Bangladesh,South Africa,Bangladesh,Dhaka,2015-07-12,7,wickets
Zimbabwe,India,India,Harare,2015-07-14,83,runs
Bangladesh,South Africa,Bangladesh,Chittagong,2015-07-15,9,wickets
Sri Lanka,Pakistan,Sri Lanka,Pallekele,2015-07-15,2,wickets
Sri Lanka,Pakistan,Pakistan,Colombo (RPS),2015-07-19,135,runs
Sri Lanka,Pakistan,Pakistan,Colombo (RPS),2015-07-22,7,wickets
Sri Lanka,Pakistan,Sri Lanka,Hambantota,2015-07-26,165,runs
Zimbabwe,New Zealand,Zimbabwe,Harare,2015-08-02,7,wickets
Zimbabwe,New Zealand,New Zealand,Harare,2015-08-04,10,wickets
Zimbabwe,New Zealand,New Zealand,Harare,2015-08-07,38,runs
South Africa,New Zealand,South Africa,Centurion,2015-08-19,20,runs
South Africa,New Zealand,New Zealand,Potchefstroom,2015-08-23,8,wickets
South Africa,New Zealand,South Africa,Durban,2015-08-26,62,runs
Ireland,Australia,Australia,Belfast,2015-08-27,23,runs
England,Australia,Australia,Southampton,2015-09-03,59,runs
England,Australia,Australia,Lord's,2015-09-05,64,runs
England,Australia,England,Manchester,2015-09-08,93,runs
England,Australia,England,Leeds,2015-09-11,3,wickets
England,Australia,Australia,Manchester,2015-09-13,8,wickets
Zimbabwe,Pakistan,Pakistan,Harare,2015-10-01,131,runs
Zimbabwe,Pakistan,Zimbabwe,Harare,2015-10-03,5,runs
Zimbabwe,Pakistan,Pakistan,Harare,2015-10-05,7,wickets
Zimbabwe,Ireland,Zimbabwe,Harare,2015-10-09,2,wickets
India,South Africa,South Africa,Kanpur,2015-10-11,5,runs
Zimbabwe,Ireland,Zimbabwe,Harare,2015-10-11,5,wickets
Zimbabwe,Ireland,Ireland,Harare,2015-10-13,2,wickets
India,South Africa,India,Indore,2015-10-14,22,runs
Zimbabwe,Afghanistan,Zimbabwe,Bulawayo,2015-10-16,8,wickets
Zimbabwe,Afghanistan,Afghanistan,Bulawayo,2015-10-18,58,runs
India,South Africa,South Africa,Rajkot,2015-10-18,18,runs
Zimbabwe,Afghanistan,Zimbabwe,Bulawayo,2015-10-20,6,wickets
Zimbabwe,Afghanistan,Afghanistan,Bulawayo,2015-10-22,3,wickets
India,South Africa,India,Chennai,2015-10-22,35,runs
Zimbabwe,Afghanistan,Afghanistan,Bulawayo,2015-10-24,73,runs
India,South Africa,South Africa,Mumbai,2015-10-25,214,runs
Sri Lanka,West Indies,Sri Lanka,Colombo (RPS),2015-11-01,1,wicket
Sri Lanka,West Indies,Sri Lanka,Colombo (RPS),2015-11-04,8,wickets
Bangladesh,Zimbabwe,Bangladesh,Dhaka,2015-11-07,145,runs
Sri Lanka,West Indies,Sri Lanka,Pallekele,2015-11-07,19,runs
Bangladesh,Zimbabwe,Bangladesh,Dhaka,2015-11-09,58,runs
Bangladesh,Zimbabwe,Bangladesh,Dhaka,2015-11-11,61,runs
England,Pakistan,Pakistan,Abu Dhabi,2015-11-11,6,wickets
England,Pakistan,England,Abu Dhabi,2015-11-13,95,runs
U.A.E.,Hong Kong,Hong Kong,ICCA Dubai,2015-11-16,89,runs
England,Pakistan,England,Sharjah,2015-11-17,6,wickets
U.A.E.,Hong Kong,Hong Kong,ICCA Dubai,2015-11-18,136,runs
England,Pakistan,England,Dubai (DSC),2015-11-20,84,runs
Afghanistan,Zimbabwe,Afghanistan,Sharjah,2015-12-25,49,runs
New Zealand,Sri Lanka,New Zealand,Christchurch,2015-12-26,7,wickets
New Zealand,Sri Lanka,New Zealand,Christchurch,2015-12-28,10,wickets
Afghanistan,Zimbabwe,Afghanistan,Sharjah,2015-12-29,4,wickets
New Zealand,Sri Lanka,Sri Lanka,Nelson,2015-12-31,8,wickets
New Zealand,Sri Lanka,no result,Nelson,2016-01-02,,
Afghanistan,Zimbabwe,Zimbabwe,Sharjah,2016-01-02,117,runs
Afghanistan,Zimbabwe,Zimbabwe,Sharjah,2016-01-04,65,runs
New Zealand,Sri Lanka,New Zealand,Mount Maunganui,2016-01-05,36,runs
Afghanistan,Zimbabwe,Afghanistan,Sharjah,2016-01-06,2,wickets
Australia,India,Australia,Perth,2016-01-12,5,wickets
Australia,India,Australia,Brisbane,2016-01-15,7,wickets
Australia,India,Australia,Melbourne,2016-01-17,3,wickets
Australia,India,Australia,Canberra,2016-01-20,25,runs
Australia,India,India,Sydney,2016-01-23,6,wickets
New Zealand,Pakistan,New Zealand,Wellington,2016-01-25,70,runs
Hong Kong,Scotland,Hong Kong,Mong Kok,2016-01-26,109,runs
New Zealand,Pakistan,New Zealand,Auckland,2016-01-31,3,wickets
New Zealand,Australia,New Zealand,Auckland,2016-02-03,159,runs
South Africa,England,England,Bloemfontein,2016-02-03,39,runs
New Zealand,Australia,Australia,Wellington,2016-02-06,4,wickets
South Africa,England,England,Port Elizabeth,2016-02-06,5,wickets
New Zealand,Australia,New Zealand,Hamilton,2016-02-08,55,runs
South Africa,England,South Africa,Centurion,2016-02-09,7,wickets
South Africa,England,South Africa,Johannesburg,2016-02-12,1,wicket
South Africa,England,South Africa,Cape Town,2016-02-14,5,wickets
West Indies,South Africa,West Indies,Providence,2016-06-03,4,wickets
West Indies,Australia,Australia,Providence,2016-06-05,6,wickets
Australia,South Africa,South Africa,Providence,2016-06-07,47,runs
Zimbabwe,India,India,Harare,2016-06-11,9,wickets
Australia,South Africa,Australia,Basseterre,2016-06-11,36,runs
Zimbabwe,India,India,Harare,2016-06-13,8,wickets
West Indies,Australia,West Indies,Basseterre,2016-06-13,4,wickets
Zimbabwe,India,India,Harare,2016-06-15,10,wickets
West Indies,South Africa,South Africa,Basseterre,2016-06-15,139,runs
Ireland,Sri Lanka,Sri Lanka,Dublin (Malahide),2016-06-16,76,runs
Ireland,Sri Lanka,Sri Lanka,Dublin (Malahide),2016-06-18,136,runs
Australia,South Africa,no result,Bridgetown,2016-06-19,,
England,Sri Lanka,tied,Nottingham,2016-06-21,,
West Indies,Australia,Australia,Bridgetown,2016-06-21,6,wickets
England,Sri Lanka,England,Birmingham,2016-06-24,10,wickets
West Indies,South Africa,West Indies,Bridgetown,2016-06-24,100,runs
England,Sri Lanka,no result,Bristol,2016-06-26,,
West Indies,Australia,Australia,Bridgetown,2016-06-26,58,runs
England,Sri Lanka,England,The Oval,2016-06-29,6,wickets
England,Sri Lanka,England,Cardiff,2016-07-02,122,runs
Scotland,Afghanistan,no result,Edinburgh,2016-07-04,,
Scotland,Afghanistan,Afghanistan,Edinburgh,2016-07-06,78,runs
Ireland,Afghanistan,Afghanistan,Belfast,2016-07-12,39,runs
Ireland,Afghanistan,Ireland,Belfast,2016-07-14,6,wickets
Ireland,Afghanistan,Afghanistan,Belfast,2016-07-17,79,runs
Ireland,Afghanistan,Ireland,Belfast,2016-07-19,12,runs
Scotland,U.A.E.,Scotland,Edinburgh,2016-08-14,98,runs
Scotland,U.A.E.,Scotland,Edinburgh,2016-08-16,7,wickets
Ireland,Pakistan,Pakistan,Dublin (Malahide),2016-08-18,255,runs
Sri Lanka,Australia,Australia,Colombo (RPS),2016-08-21,3,wickets
Sri Lanka,Australia,Sri Lanka,Colombo (RPS),2016-08-24,82,runs
England,Pakistan,England,Southampton,2016-08-24,44,runs
England,Pakistan,England,Lord's,2016-08-27,4,wickets
Sri Lanka,Australia,Australia,Dambulla,2016-08-28,2,wickets
England,Pakistan,England,Nottingham,2016-08-30,169,runs
Sri Lanka,Australia,Australia,Dambulla,2016-08-31,6,wickets
England,Pakistan,England,Leeds,2016-09-01,4,wickets
Sri Lanka,Australia,Australia,Pallekele,2016-09-04,5,wickets
England,Pakistan,Pakistan,Cardiff,2016-09-04,4,wickets
Scotland,Hong Kong,no result,Edinburgh,2016-09-08,,
Scotland,Hong Kong,Scotland,Edinburgh,2016-09-10,53,runs
South Africa,Ireland,South Africa,Benoni,2016-09-25,206,runs
Bangladesh,Afghanistan,Bangladesh,Dhaka,2016-09-25,7,runs
Australia,Ireland,Australia,Benoni,2016-09-27,9,wickets
Bangladesh,Afghanistan,Afghanistan,Dhaka,2016-09-28,2,wickets
Pakistan,West Indies,Pakistan,Sharjah,2016-09-30,111,runs
South Africa,Australia,South Africa,Centurion,2016-09-30,6,wickets
Bangladesh,Afghanistan,Bangladesh,Dhaka,2016-10-01,141,runs
South Africa,Australia,South Africa,Johannesburg,2016-10-02,142,runs
Pakistan,West Indies,Pakistan,Sharjah,2016-10-02,59,runs
Pakistan,West Indies,Pakistan,Abu Dhabi,2016-10-05,136,runs
South Africa,Australia,South Africa,Durban,2016-10-05,4,wickets
Bangladesh,England,England,Dhaka,2016-10-07,21,runs
South Africa,Australia,South Africa,Port Elizabeth,2016-10-09,6,wickets
Bangladesh,England,Bangladesh,Dhaka,2016-10-09,34,runs
Bangladesh,England,England,Chittagong,2016-10-12,4,wickets
South Africa,Australia,South Africa,Cape Town,2016-10-12,31,runs
India,New Zealand,India,Dharamsala,2016-10-16,6,wickets
India,New Zealand,New Zealand,Delhi,2016-10-20,6,runs
India,New Zealand,India,Mohali,2016-10-23,7,wickets
India,New Zealand,New Zealand,Ranchi,2016-10-26,19,runs
India,New Zealand,India,Visakhapatnam,2016-10-29,190,runs
Hong Kong,P.N.G.,Hong Kong,Mong Kok,2016-11-04,106,runs
Hong Kong,P.N.G.,P.N.G.,Mong Kok,2016-11-06,14,runs
Hong Kong,P.N.G.,Hong Kong,Mong Kok,2016-11-08,7,wickets
Zimbabwe,Sri Lanka,Sri Lanka,Harare,2016-11-14,8,wickets
Sri Lanka,West Indies,West Indies,Harare,2016-11-16,62,runs
Zimbabwe,West Indies,tied,Bulawayo,2016-11-19,,
Zimbabwe,Sri Lanka,no result,Bulawayo,2016-11-21,,
Sri Lanka,West Indies,Sri Lanka,Bulawayo,2016-11-23,1,run
Zimbabwe,West Indies,Zimbabwe,Bulawayo,2016-11-25,5,runs
Zimbabwe,Sri Lanka,Sri Lanka,Bulawayo,2016-11-27,6,wickets
Australia,New Zealand,Australia,Sydney,2016-12-04,68,runs
Australia,New Zealand,Australia,Canberra,2016-12-06,116,runs
Australia,New Zealand,Australia,Melbourne,2016-12-09,117,runs
New Zealand,Bangladesh,New Zealand,Christchurch,2016-12-26,77,runs
New Zealand,Bangladesh,New Zealand,Nelson,2016-12-29,67,runs
New Zealand,Bangladesh,New Zealand,Nelson,2016-12-31,8,wickets
Australia,Pakistan,Australia,Brisbane,2017-01-13,92,runs
Australia,Pakistan,Pakistan,Melbourne,2017-01-15,6,wickets
India,England,India,Pune,2017-01-15,3,wickets
Australia,Pakistan,Australia,Perth,2017-01-19,7,wickets
India,England,India,Cuttack,2017-01-19,15,runs
Australia,Pakistan,Australia,Sydney,2017-01-22,86,runs
Hong Kong,Scotland,Hong Kong,Abu Dhabi,2017-01-22,7,wickets
India,England,England,Kolkata,2017-01-22,5,runs
U.A.E.,Scotland,U.A.E.,Dubai (DSC),2017-01-24,4,wickets
Australia,Pakistan,Australia,Adelaide,2017-01-26,57,runs
U.A.E.,Hong Kong,U.A.E.,Dubai (DSC),2017-01-26,6,wickets
South Africa,Sri Lanka,South Africa,Port Elizabeth,2017-01-28,8,wickets
New Zealand,Australia,New Zealand,Auckland,2017-01-30,6,runs
South Africa,Sri Lanka,South Africa,Durban,2017-02-01,121,runs
South Africa,Sri Lanka,South Africa,Johannesburg,2017-02-04,7,wickets
New Zealand,Australia,New Zealand,Hamilton,2017-02-05,24,runs
South Africa,Sri Lanka,South Africa,Cape Town,2017-02-07,40,runs
South Africa,Sri Lanka,South Africa,Centurion,2017-02-10,88,runs
Zimbabwe,Afghanistan,Afghanistan,Harare,2017-02-16,12,runs
New Zealand,South Africa,South Africa,Hamilton,2017-02-19,4,wickets
Zimbabwe,Afghanistan,Afghanistan,Harare,2017-02-19,54,runs
Zimbabwe,Afghanistan,Zimbabwe,Harare,2017-02-21,3,runs
New Zealand,South Africa,New Zealand,Christchurch,2017-02-22,6,runs
Zimbabwe,Afghanistan,Zimbabwe,Harare,2017-02-24,7,wickets
New Zealand,South Africa,South Africa,Wellington,2017-02-25,159,runs
Zimbabwe,Afghanistan,Afghanistan,Harare,2017-02-26,106,runs
New Zealand,South Africa,New Zealand,Hamilton,2017-03-01,7,wickets
U.A.E.,Ireland,Ireland,ICCA Dubai,2017-03-02,85,runs
West Indies,England,England,North Sound,2017-03-03,45,runs
New Zealand,South Africa,South Africa,Auckland,2017-03-04,6,wickets
