,Team 1,Team 2,Winner,Ground,Match Date,Margin Value,Margin Type
3592,South Africa,West Indies,South Africa,Centurion,2015-01-28,131.0,runs
3593,New Zealand,Sri Lanka,Sri Lanka,Wellington,2015-01-29,34.0,runs
3594,England,India,England,Perth,2015-01-30,3.0,wickets
3595,New Zealand,Pakistan,New Zealand,Wellington,2015-01-31,7.0,wickets
3596,Australia,England,Australia,Perth,2015-02-01,112.0,runs
3597,New Zealand,Pakistan,New Zealand,Napier,2015-02-03,119.0,runs
3598,New Zealand,Sri Lanka,New Zealand,Christchurch,2015-02-14,98.0,runs
3599,Australia,England,Australia,Melbourne,2015-02-14,111.0,runs
3600,South Africa,Zimbabwe,South Africa,Hamilton,2015-02-15,62.0,runs
3601,India,Pakistan,India,Adelaide,2015-02-15,76.0,runs
3602,Ireland,West Indies,Ireland,Nelson,2015-02-16,4.0,wickets
3603,New Zealand,Scotland,New Zealand,Dunedin,2015-02-17,3.0,wickets
3604,Afghanistan,Bangladesh,Bangladesh,Canberra,2015-02-18,105.0,runs
3605,U.A.E.,Zimbabwe,Zimbabwe,Nelson,2015-02-19,4.0,wickets
3606,New Zealand,England,New Zealand,Wellington,2015-02-20,8.0,wickets
3607,Pakistan,West Indies,West Indies,Christchurch,2015-02-21,150.0,runs
3608,Afghanistan,Sri Lanka,Sri Lanka,Dunedin,2015-02-22,4.0,wickets
3609,India,South Africa,India,Melbourne,2015-02-22,130.0,runs
3610,England,Scotland,England,Christchurch,2015-02-23,119.0,runs
3611,West Indies,Zimbabwe,West Indies,Canberra,2015-02-24,73.0,runs
3612,Ireland,U.A.E.,Ireland,Brisbane,2015-02-25,2.0,wickets
3613,Afghanistan,Scotland,Afghanistan,Dunedin,2015-02-26,1.0,wicket
3614,Bangladesh,Sri Lanka,Sri Lanka,Melbourne,2015-02-26,92.0,runs
3615,South Africa,West Indies,South Africa,Sydney,2015-02-27,257.0,runs
3616,New Zealand,Australia,New Zealand,Auckland,2015-02-28,1.0,wicket
3617,India,U.A.E.,India,Perth,2015-02-28,9.0,wickets
3619,Pakistan,Zimbabwe,Pakistan,Brisbane,2015-03-01,20.0,runs
3618,England,Sri Lanka,Sri Lanka,Wellington,2015-03-01,9.0,wickets
3620,Ireland,South Africa,South Africa,Canberra,2015-03-03,201.0,runs
3621,Pakistan,U.A.E.,Pakistan,Napier,2015-03-04,129.0,runs
3622,Australia,Afghanistan,Australia,Perth,2015-03-04,275.0,runs
3623,Bangladesh,Scotland,Bangladesh,Nelson,2015-03-05,6.0,wickets
3624,India,West Indies,India,Perth,2015-03-06,4.0,wickets
3625,Pakistan,South Africa,Pakistan,Auckland,2015-03-07,29.0,runs
3626,Ireland,Zimbabwe,Ireland,Hobart,2015-03-07,5.0,runs
3628,Australia,Sri Lanka,Australia,Sydney,2015-03-08,64.0,runs
3627,New Zealand,Afghanistan,New Zealand,Napier,2015-03-08,6.0,wickets
3629,Bangladesh,England,Bangladesh,Adelaide,2015-03-09,15.0,runs
3630,India,Ireland,India,Hamilton,2015-03-10,8.0,wickets
3631,Scotland,Sri Lanka,Sri Lanka,Hobart,2015-03-11,148.0,runs
3632,South Africa,U.A.E.,South Africa,Wellington,2015-03-12,146.0,runs
3634,Afghanistan,England,England,Sydney,2015-03-13,9.0,wickets
3633,New Zealand,Bangladesh,New Zealand,Hamilton,2015-03-13,3.0,wickets
3635,India,Zimbabwe,India,Auckland,2015-03-14,6.0,wickets
3636,Australia,Scotland,Australia,Hobart,2015-03-14,7.0,wickets
3637,U.A.E.,West Indies,West Indies,Napier,2015-03-15,6.0,wickets
3638,Ireland,Pakistan,Pakistan,Adelaide,2015-03-15,7.0,wickets
3639,South Africa,Sri Lanka,South Africa,Sydney,2015-03-18,9.0,wickets
3640,Bangladesh,India,India,Melbourne,2015-03-19,109.0,runs
3641,Australia,Pakistan,Australia,Adelaide,2015-03-20,6.0,wickets
3642,New Zealand,West Indies,New Zealand,Wellington,2015-03-21,143.0,runs
3643,New Zealand,South Africa,New Zealand,Auckland,2015-03-24,4.0,wickets
3644,Australia,India,Australia,Sydney,2015-03-26,95.0,runs
3645,Australia,New Zealand,Australia,Melbourne,2015-03-29,7.0,wickets
3646,Bangladesh,Pakistan,Bangladesh,Dhaka,2015-04-17,79.0,runs
3647,Bangladesh,Pakistan,Bangladesh,Dhaka,2015-04-19,7.0,wickets
3648,Bangladesh,Pakistan,Bangladesh,Dhaka,2015-04-22,8.0,wickets
3649,Ireland,England,no result,Dublin (Malahide),2015-05-08,24.0,wickets
3650,Pakistan,Zimbabwe,Pakistan,Lahore,2015-05-26,41.0,runs
3651,Pakistan,Zimbabwe,Pakistan,Lahore,2015-05-29,6.0,wickets
3652,Pakistan,Zimbabwe,no result,Lahore,2015-05-31,108.0,wickets
3653,England,New Zealand,England,Birmingham,2015-06-09,210.0,runs
3654,England,New Zealand,New Zealand,The Oval,2015-06-12,13.0,runs
3655,England,New Zealand,New Zealand,Southampton,2015-06-14,3.0,wickets
3656,England,New Zealand,England,Nottingham,2015-06-17,7.0,wickets
3657,Bangladesh,India,Bangladesh,Dhaka,2015-06-18,79.0,runs
3658,England,New Zealand,England,Chester-le-Street,2015-06-20,3.0,wickets
3659,Bangladesh,India,Bangladesh,Dhaka,2015-06-21,6.0,wickets
3660,Bangladesh,India,India,Dhaka,2015-06-24,77.0,runs
3662,Bangladesh,South Africa,South Africa,Dhaka,2015-07-10,8.0,wickets
3661,Zimbabwe,India,India,Harare,2015-07-10,4.0,runs
3663,Sri Lanka,Pakistan,Pakistan,Dambulla,2015-07-11,6.0,wickets
3665,Bangladesh,South Africa,Bangladesh,Dhaka,2015-07-12,7.0,wickets
3664,Zimbabwe,India,India,Harare,2015-07-12,62.0,runs
3666,Zimbabwe,India,India,Harare,2015-07-14,83.0,runs
3667,Bangladesh,South Africa,Bangladesh,Chittagong,2015-07-15,9.0,wickets
3668,Sri Lanka,Pakistan,Sri Lanka,Pallekele,2015-07-15,2.0,wickets
3669,Sri Lanka,Pakistan,Pakistan,Colombo (RPS),2015-07-19,135.0,runs
3670,Sri Lanka,Pakistan,Pakistan,Colombo (RPS),2015-07-22,7.0,wickets
3671,Sri Lanka,Pakistan,Sri Lanka,Hambantota,2015-07-26,165.0,runs
3672,Zimbabwe,New Zealand,Zimbabwe,Harare,2015-08-02,7.0,wickets
3673,Zimbabwe,New Zealand,New Zealand,Harare,2015-08-04,10.0,wickets
3674,Zimbabwe,New Zealand,New Zealand,Harare,2015-08-07,38.0,runs
3675,South Africa,New Zealand,South Africa,Centurion,2015-08-19,20.0,runs
3676,South Africa,New Zealand,New Zealand,Potchefstroom,2015-08-23,8.0,wickets
3677,South Africa,New Zealand,South Africa,Durban,2015-08-26,62.0,runs
3678,Ireland,Australia,Australia,Belfast,2015-08-27,23.0,runs
3679,England,Australia,Australia,Southampton,2015-09-03,59.0,runs
3680,England,Australia,Australia,Lord's,2015-09-05,64.0,runs
3681,England,Australia,England,Manchester,2015-09-08,93.0,runs
3682,England,Australia,England,Leeds,2015-09-11,3.0,wickets
3683,England,Australia,Australia,Manchester,2015-09-13,8.0,wickets
3684,Zimbabwe,Pakistan,Pakistan,Harare,2015-10-01,131.0,runs
3685,Zimbabwe,Pakistan,Zimbabwe,Harare,2015-10-03,5.0,runs
3686,Zimbabwe,Pakistan,Pakistan,Harare,2015-10-05,7.0,wickets
3687,Zimbabwe,Ireland,Zimbabwe,Harare,2015-10-09,2.0,wickets
3689,Zimbabwe,Ireland,Zimbabwe,Harare,2015-10-11,5.0,wickets
3688,India,South Africa,South Africa,Kanpur,2015-10-11,5.0,runs
3690,Zimbabwe,Ireland,Ireland,Harare,2015-10-13,2.0,wickets
3691,India,South Africa,India,Indore,2015-10-14,22.0,runs
3692,Zimbabwe,Afghanistan,Zimbabwe,Bulawayo,2015-10-16,8.0,wickets
3693,Zimbabwe,Afghanistan,Afghanistan,Bulawayo,2015-10-18,58.0,runs
3694,India,South Africa,South Africa,Rajkot,2015-10-18,18.0,runs
3695,Zimbabwe,Afghanistan,Zimbabwe,Bulawayo,2015-10-20,6.0,wickets
3696,Zimbabwe,Afghanistan,Afghanistan,Bulawayo,2015-10-22,3.0,wickets
3697,India,South Africa,India,Chennai,2015-10-22,35.0,runs
3698,Zimbabwe,Afghanistan,Afghanistan,Bulawayo,2015-10-24,73.0,runs
3699,India,South Africa,South Africa,Mumbai,2015-10-25,214.0,runs
3700,Sri Lanka,West Indies,Sri Lanka,Colombo (RPS),2015-11-01,1.0,wicket
3701,Sri Lanka,West Indies,Sri Lanka,Colombo (RPS),2015-11-04,8.0,wickets
3702,Bangladesh,Zimbabwe,Bangladesh,Dhaka,2015-11-07,145.0,runs
3703,Sri Lanka,West Indies,Sri Lanka,Pallekele,2015-11-07,19.0,runs
3704,Bangladesh,Zimbabwe,Bangladesh,Dhaka,2015-11-09,58.0,runs
3705,Bangladesh,Zimbabwe,Bangladesh,Dhaka,2015-11-11,61.0,runs
3706,England,Pakistan,Pakistan,Abu Dhabi,2015-11-11,6.0,wickets
3707,England,Pakistan,England,Abu Dhabi,2015-11-13,95.0,runs
3708,U.A.E.,Hong Kong,Hong Kong,ICCA Dubai,2015-11-16,89.0,runs
3709,England,Pakistan,England,Sharjah,2015-11-17,6.0,wickets
3710,U.A.E.,Hong Kong,Hong Kong,ICCA Dubai,2015-11-18,136.0,runs
3711,England,Pakistan,England,Dubai (DSC),2015-11-20,84.0,runs
3712,Afghanistan,Zimbabwe,Afghanistan,Sharjah,2015-12-25,49.0,runs
3713,New Zealand,Sri Lanka,New Zealand,Christchurch,2015-12-26,7.0,wickets
3714,New Zealand,Sri Lanka,New Zealand,Christchurch,2015-12-28,10.0,wickets
3715,Afghanistan,Zimbabwe,Afghanistan,Sharjah,2015-12-29,4.0,wickets
3716,New Zealand,Sri Lanka,Sri Lanka,Nelson,2015-12-31,8.0,wickets
3717,New Zealand,Sri Lanka,no result,Nelson,2016-01-02,117.0,runs
3718,Afghanistan,Zimbabwe,Zimbabwe,Sharjah,2016-01-02,117.0,runs
3719,Afghanistan,Zimbabwe,Zimbabwe,Sharjah,2016-01-04,65.0,runs
3720,New Zealand,Sri Lanka,New Zealand,Mount Maunganui,2016-01-05,36.0,runs
3721,Afghanistan,Zimbabwe,Afghanistan,Sharjah,2016-01-06,2.0,wickets
3722,Australia,India,Australia,Perth,2016-01-12,5.0,wickets
3723,Australia,India,Australia,Brisbane,2016-01-15,7.0,wickets
3724,Australia,India,Australia,Melbourne,2016-01-17,3.0,wickets
3725,Australia,India,Australia,Canberra,2016-01-20,25.0,runs
3726,Australia,India,India,Sydney,2016-01-23,6.0,wickets
3727,New Zealand,Pakistan,New Zealand,Wellington,2016-01-25,70.0,runs
3728,Hong Kong,Scotland,Hong Kong,Mong Kok,2016-01-26,109.0,runs
3729,New Zealand,Pakistan,New Zealand,Auckland,2016-01-31,3.0,wickets
3730,New Zealand,Australia,New Zealand,Auckland,2016-02-03,159.0,runs
3731,South Africa,England,England,Bloemfontein,2016-02-03,39.0,runs
3732,New Zealand,Australia,Australia,Wellington,2016-02-06,4.0,wickets
3733,South Africa,England,England,Port Elizabeth,2016-02-06,5.0,wickets
3734,New Zealand,Australia,New Zealand,Hamilton,2016-02-08,55.0,runs
3735,South Africa,England,South Africa,Centurion,2016-02-09,7.0,wickets
3736,South Africa,England,South Africa,Johannesburg,2016-02-12,1.0,wicket
3737,South Africa,England,South Africa,Cape Town,2016-02-14,5.0,wickets
3738,West Indies,South Africa,West Indies,Providence,2016-06-03,4.0,wickets
3739,West Indies,Australia,Australia,Providence,2016-06-05,6.0,wickets
3740,Australia,South Africa,South Africa,Providence,2016-06-07,47.0,runs
3742,Australia,South Africa,Australia,Basseterre,2016-06-11,36.0,runs
3741,Zimbabwe,India,India,Harare,2016-06-11,9.0,wickets
3743,Zimbabwe,India,India,Harare,2016-06-13,8.0,wickets
3744,West Indies,Australia,West Indies,Basseterre,2016-06-13,4.0,wickets
3745,Zimbabwe,India,India,Harare,2016-06-15,10.0,wickets
3746,West Indies,South Africa,South Africa,Basseterre,2016-06-15,139.0,runs
3747,Ireland,Sri Lanka,Sri Lanka,Dublin (Malahide),2016-06-16,76.0,runs
3748,Ireland,Sri Lanka,Sri Lanka,Dublin (Malahide),2016-06-18,136.0,runs
3749,Australia,South Africa,no result,Bridgetown,2016-06-19,71.0,runs
3750,England,Sri Lanka,tied,Nottingham,2016-06-21,6.0,wickets
3751,West Indies,Australia,Australia,Bridgetown,2016-06-21,6.0,wickets
3752,England,Sri Lanka,England,Birmingham,2016-06-24,10.0,wickets
3753,West Indies,South Africa,West Indies,Bridgetown,2016-06-24,100.0,runs
3754,England,Sri Lanka,no result,Bristol,2016-06-26,58.0,runs
3755,West Indies,Australia,Australia,Bridgetown,2016-06-26,58.0,runs
3756,England,Sri Lanka,England,The Oval,2016-06-29,6.0,wickets
3757,England,Sri Lanka,England,Cardiff,2016-07-02,122.0,runs
3758,Scotland,Afghanistan,no result,Edinburgh,2016-07-04,100.0,runs
3759,Scotland,Afghanistan,Afghanistan,Edinburgh,2016-07-06,78.0,runs
3760,Ireland,Afghanistan,Afghanistan,Belfast,2016-07-12,39.0,runs
3761,Ireland,Afghanistan,Ireland,Belfast,2016-07-14,6.0,wickets
3762,Ireland,Afghanistan,Afghanistan,Belfast,2016-07-17,79.0,runs
3763,Ireland,Afghanistan,Ireland,Belfast,2016-07-19,12.0,runs
3764,Scotland,U.A.E.,Scotland,Edinburgh,2016-08-14,98.0,runs
3765,Scotland,U.A.E.,Scotland,Edinburgh,2016-08-16,7.0,wickets
3766,Ireland,Pakistan,Pakistan,Dublin (Malahide),2016-08-18,255.0,runs
3767,Sri Lanka,Australia,Australia,Colombo (RPS),2016-08-21,3.0,wickets
3768,Sri Lanka,Australia,Sri Lanka,Colombo (RPS),2016-08-24,82.0,runs
3769,England,Pakistan,England,Southampton,2016-08-24,44.0,runs
3770,England,Pakistan,England,Lord's,2016-08-27,4.0,wickets
3771,Sri Lanka,Australia,Australia,Dambulla,2016-08-28,2.0,wickets
3772,England,Pakistan,England,Nottingham,2016-08-30,169.0,runs
3773,Sri Lanka,Australia,Australia,Dambulla,2016-08-31,6.0,wickets
3774,England,Pakistan,England,Leeds,2016-09-01,4.0,wickets
3775,Sri Lanka,Australia,Australia,Pallekele,2016-09-04,5.0,wickets
3776,England,Pakistan,Pakistan,Cardiff,2016-09-04,4.0,wickets
3777,Scotland,Hong Kong,no result,Edinburgh,2016-09-08,28.0,wickets
3778,Scotland,Hong Kong,Scotland,Edinburgh,2016-09-10,53.0,runs
3780,Bangladesh,Afghanistan,Bangladesh,Dhaka,2016-09-25,7.0,runs
3779,South Africa,Ireland,South Africa,Benoni,2016-09-25,206.0,runs
3781,Australia,Ireland,Australia,Benoni,2016-09-27,9.0,wickets
3782,Bangladesh,Afghanistan,Afghanistan,Dhaka,2016-09-28,2.0,wickets
3783,Pakistan,West Indies,Pakistan,Sharjah,2016-09-30,111.0,runs
3784,South Africa,Australia,South Africa,Centurion,2016-09-30,6.0,wickets
3785,Bangladesh,Afghanistan,Bangladesh,Dhaka,2016-10-01,141.0,runs
3786,South Africa,Australia,South Africa,Johannesburg,2016-10-02,142.0,runs
3787,Pakistan,West Indies,Pakistan,Sharjah,2016-10-02,59.0,runs
3789,South Africa,Australia,South Africa,Durban,2016-10-05,4.0,wickets
3788,Pakistan,West Indies,Pakistan,Abu Dhabi,2016-10-05,136.0,runs
3790,Bangladesh,England,England,Dhaka,2016-10-07,21.0,runs
3791,South Africa,Australia,South Africa,Port Elizabeth,2016-10-09,6.0,wickets
3792,Bangladesh,England,Bangladesh,Dhaka,2016-10-09,34.0,runs
3793,Bangladesh,England,England,Chittagong,2016-10-12,4.0,wickets
3794,South Africa,Australia,South Africa,Cape Town,2016-10-12,31.0,runs
3795,India,New Zealand,India,Dharamsala,2016-10-16,6.0,wickets
3796,India,New Zealand,New Zealand,Delhi,2016-10-20,6.0,runs
3797,India,New Zealand,India,Mohali,2016-10-23,7.0,wickets
3798,India,New Zealand,New Zealand,Ranchi,2016-10-26,19.0,runs
3799,India,New Zealand,India,Visakhapatnam,2016-10-29,190.0,runs
3800,Hong Kong,P.N.G.,Hong Kong,Mong Kok,2016-11-04,106.0,runs
3801,Hong Kong,P.N.G.,P.N.G.,Mong Kok,2016-11-06,14.0,runs
3802,Hong Kong,P.N.G.,Hong Kong,Mong Kok,2016-11-08,7.0,wickets
3803,Zimbabwe,Sri Lanka,Sri Lanka,Harare,2016-11-14,8.0,wickets
3804,Sri Lanka,West Indies,West Indies,Harare,2016-11-16,62.0,runs
3805,Zimbabwe,West Indies,tied,Bulawayo,2016-11-19,42.0,runs
3806,Zimbabwe,Sri Lanka,no result,Bulawayo,2016-11-21,21.0,runs
3807,Sri Lanka,West Indies,Sri Lanka,Bulawayo,2016-11-23,1.0,run
3808,Zimbabwe,West Indies,Zimbabwe,Bulawayo,2016-11-25,5.0,runs
3809,Zimbabwe,Sri Lanka,Sri Lanka,Bulawayo,2016-11-27,6.0,wickets
3810,Australia,New Zealand,Australia,Sydney,2016-12-04,68.0,runs
3811,Australia,New Zealand,Australia,Canberra,2016-12-06,116.0,runs
3812,Australia,New Zealand,Australia,Melbourne,2016-12-09,117.0,runs
3813,New Zealand,Bangladesh,New Zealand,Christchurch,2016-12-26,77.0,runs
3814,New Zealand,Bangladesh,New Zealand,Nelson,2016-12-29,67.0,runs
3815,New Zealand,Bangladesh,New Zealand,Nelson,2016-12-31,8.0,wickets
3816,Australia,Pakistan,Australia,Brisbane,2017-01-13,92.0,runs
3817,Australia,Pakistan,Pakistan,Melbourne,2017-01-15,6.0,wickets
3818,India,England,India,Pune,2017-01-15,3.0,wickets
3820,India,England,India,Cuttack,2017-01-19,15.0,runs
3819,Australia,Pakistan,Australia,Perth,2017-01-19,7.0,wickets
3821,Australia,Pakistan,Australia,Sydney,2017-01-22,86.0,runs
3822,Hong Kong,Scotland,Hong Kong,Abu Dhabi,2017-01-22,7.0,wickets
3823,India,England,England,Kolkata,2017-01-22,5.0,runs
3824,U.A.E.,Scotland,U.A.E.,Dubai (DSC),2017-01-24,4.0,wickets
3826,U.A.E.,Hong Kong,U.A.E.,Dubai (DSC),2017-01-26,6.0,wickets
3825,Australia,Pakistan,Australia,Adelaide,2017-01-26,57.0,runs
3827,South Africa,Sri Lanka,South Africa,Port Elizabeth,2017-01-28,8.0,wickets
3828,New Zealand,Australia,New Zealand,Auckland,2017-01-30,6.0,runs
3829,South Africa,Sri Lanka,South Africa,Durban,2017-02-01,121.0,runs
3830,South Africa,Sri Lanka,South Africa,Johannesburg,2017-02-04,7.0,wickets
3831,New Zealand,Australia,New Zealand,Hamilton,2017-02-05,24.0,runs
3832,South Africa,Sri Lanka,South Africa,Cape Town,2017-02-07,40.0,runs
3833,South Africa,Sri Lanka,South Africa,Centurion,2017-02-10,88.0,runs
3834,Zimbabwe,Afghanistan,Afghanistan,Harare,2017-02-16,12.0,runs
3836,Zimbabwe,Afghanistan,Afghanistan,Harare,2017-02-19,54.0,runs
3835,New Zealand,South Africa,South Africa,Hamilton,2017-02-19,4.0,wickets
3837,Zimbabwe,Afghanistan,Zimbabwe,Harare,2017-02-21,3.0,runs
3838,New Zealand,South Africa,New Zealand,Christchurch,2017-02-22,6.0,runs
3839,Zimbabwe,Afghanistan,Zimbabwe,Harare,2017-02-24,7.0,wickets
3840,New Zealand,South Africa,South Africa,Wellington,2017-02-25,159.0,runs
3841,Zimbabwe,Afghanistan,Afghanistan,Harare,2017-02-26,106.0,runs
3842,New Zealand,South Africa,New Zealand,Hamilton,2017-03-01,7.0,wickets
3843,U.A.E.,Ireland,Ireland,ICCA Dubai,2017-03-02,85.0,runs
3844,West Indies,England,England,North Sound,2017-03-03,45.0,runs
3845,New Zealand,South Africa,South Africa,Auckland,2017-03-04,6.0,wickets
3846,U.A.E.,Ireland,Ireland,ICCA Dubai,2017-03-04,8.0,wickets
3847,West Indies,England,England,North Sound,2017-03-05,4.0,wickets
3848,West Indies,England,England,Bridgetown,2017-03-09,186.0,runs
3849,Afghanistan,Ireland,Afghanistan,Greater Noida,2017-03-15,30.0,runs
3850,Afghanistan,Ireland,Afghanistan,Greater Noida,2017-03-17,34.0,runs
3851,Afghanistan,Ireland,Ireland,Greater Noida,2017-03-19,6.0,wickets
3852,Afghanistan,Ireland,Ireland,Greater Noida,2017-03-22,3.0,wickets
3853,Afghanistan,Ireland,Afghanistan,Greater Noida,2017-03-24,7.0,wickets
3854,Sri Lanka,Bangladesh,Bangladesh,Dambulla,2017-03-25,90.0,runs
3855,Sri Lanka,Bangladesh,no result,Dambulla,2017-03-28,86.0,runs
3856,U.A.E.,P.N.G.,U.A.E.,Abu Dhabi,2017-03-31,82.0,runs
3857,Sri Lanka,Bangladesh,Sri Lanka,Colombo (SSC),2017-04-01,70.0,runs
3858,U.A.E.,P.N.G.,P.N.G.,Abu Dhabi,2017-04-02,26.0,runs
3859,U.A.E.,P.N.G.,U.A.E.,Abu Dhabi,2017-04-04,103.0,runs
3860,West Indies,Pakistan,West Indies,Providence,2017-04-07,4.0,wickets
3861,West Indies,Pakistan,Pakistan,Providence,2017-04-09,74.0,runs
3862,West Indies,Pakistan,Pakistan,Providence,2017-04-11,6.0,wickets
3863,England,Ireland,England,Bristol,2017-05-05,7.0,wickets
3864,England,Ireland,England,Lord's,2017-05-07,85.0,runs
3865,Ireland,Bangladesh,no result,Dublin (Malahide),2017-05-12,68.0,runs
3866,Ireland,New Zealand,New Zealand,Dublin (Malahide),2017-05-14,51.0,runs
3867,Bangladesh,New Zealand,New Zealand,Dublin,2017-05-17,4.0,wickets
3868,Ireland,Bangladesh,Bangladesh,Dublin (Malahide),2017-05-19,8.0,wickets
3869,Ireland,New Zealand,New Zealand,Dublin (Malahide),2017-05-21,190.0,runs
3871,England,South Africa,England,Leeds,2017-05-24,72.0,runs
3870,Bangladesh,New Zealand,Bangladesh,Dublin,2017-05-24,5.0,wickets
3872,England,South Africa,England,Southampton,2017-05-27,2.0,runs
3873,England,South Africa,South Africa,Lord's,2017-05-29,7.0,wickets
3874,England,Bangladesh,England,The Oval,2017-06-01,8.0,wickets
3875,Australia,New Zealand,no result,Birmingham,2017-06-02,52.0,wickets
3876,South Africa,Sri Lanka,South Africa,The Oval,2017-06-03,96.0,runs
3877,India,Pakistan,India,Birmingham,2017-06-04,124.0,runs
3878,Australia,Bangladesh,no result,The Oval,2017-06-05,106.0,runs
3879,England,New Zealand,England,Cardiff,2017-06-06,87.0,runs
3880,Pakistan,South Africa,Pakistan,Birmingham,2017-06-07,19.0,runs
3881,India,Sri Lanka,Sri Lanka,The Oval,2017-06-08,7.0,wickets
3882,Bangladesh,New Zealand,Bangladesh,Cardiff,2017-06-09,5.0,wickets
3883,West Indies,Afghanistan,Afghanistan,Gros Islet,2017-06-09,63.0,runs
3884,England,Australia,England,Birmingham,2017-06-10,40.0,runs
3886,West Indies,Afghanistan,West Indies,Gros Islet,2017-06-11,4.0,wickets
3885,India,South Africa,India,The Oval,2017-06-11,8.0,wickets
3887,Pakistan,Sri Lanka,Pakistan,Cardiff,2017-06-12,3.0,wickets
3888,England,Pakistan,Pakistan,Cardiff,2017-06-14,8.0,wickets
3889,West Indies,Afghanistan,no result,Gros Islet,2017-06-14,8.0,wickets
3890,Bangladesh,India,India,Birmingham,2017-06-15,9.0,wickets
3891,Scotland,Zimbabwe,Scotland,Edinburgh,2017-06-15,26.0,runs
3892,Scotland,Zimbabwe,Zimbabwe,Edinburgh,2017-06-17,6.0,wickets
3893,India,Pakistan,Pakistan,The Oval,2017-06-18,180.0,runs
3894,West Indies,India,no result,Port of Spain,2017-06-23,142.0,runs
3895,West Indies,India,India,Port of Spain,2017-06-25,105.0,runs
3897,West Indies,India,India,North Sound,2017-06-30,93.0,runs
3896,Sri Lanka,Zimbabwe,Zimbabwe,Galle,2017-06-30,6.0,wickets
3898,Sri Lanka,Zimbabwe,Sri Lanka,Galle,2017-07-02,7.0,wickets
3899,West Indies,India,West Indies,North Sound,2017-07-02,11.0,runs
3901,West Indies,India,India,Kingston,2017-07-06,8.0,wickets
3900,Sri Lanka,Zimbabwe,Sri Lanka,Hambantota,2017-07-06,8.0,wickets
3902,Sri Lanka,Zimbabwe,Zimbabwe,Hambantota,2017-07-08,4.0,wickets
3903,Sri Lanka,Zimbabwe,Zimbabwe,Hambantota,2017-07-10,3.0,wickets
3904,Sri Lanka,India,India,Dambulla,2017-08-20,9.0,wickets
3905,Sri Lanka,India,India,Pallekele,2017-08-24,3.0,wickets
3906,Sri Lanka,India,India,Pallekele,2017-08-27,6.0,wickets
3907,Sri Lanka,India,India,Colombo (RPS),2017-08-31,168.0,runs
3908,Sri Lanka,India,India,Colombo (RPS),2017-09-03,6.0,wickets
3909,India,Australia,India,Chennai,2017-09-17,26.0,runs
3910,England,West Indies,England,Manchester,2017-09-19,7.0,wickets
3912,England,West Indies,no result,Nottingham,2017-09-21,50.0,runs
3911,India,Australia,India,Kolkata,2017-09-21,50.0,runs
3913,India,Australia,India,Indore,2017-09-24,5.0,wickets
3914,England,West Indies,England,Bristol,2017-09-24,124.0,runs
3915,England,West Indies,England,The Oval,2017-09-27,6.0,runs
3916,India,Australia,Australia,Bengaluru,2017-09-28,21.0,runs
3917,England,West Indies,England,Southampton,2017-09-29,9.0,wickets
